LPID,ADate,StartTime,StopTime,DayNight,SCC,CenterLatdec,CenterLongdec
_198055_,10/04/2014,2014:100:10:46:01.1572570,2014:100:10:46:32.9272530,DAY,77.44,7.23123,-7.41686
_200051_,08/04/2014,2014:098:10:56:49.4523840,2014:098:10:57:21.2223800,DAY,0,13.01253,-9.25695
_200052_,08/04/2014,2014:098:10:57:13.3561290,2014:098:10:57:45.1261250,DAY,0,11.5678,-9.57285
_200053_,08/04/2014,2014:098:10:57:37.2641100,2014:098:10:58:09.0341060,DAY,3.72,10.12258,-9.88657
_200054_,08/04/2014,2014:098:10:58:01.1720910,2014:098:10:58:32.9420870,DAY,11.29,8.6771,-10.19841
_200055_,08/04/2014,2014:098:10:58:25.0843080,2014:098:10:58:56.8543050,DAY,14.05,7.23116,-10.50861
_202051_,06/04/2014,2014:096:11:09:13.0828970,2014:096:11:09:44.8528940,DAY,0.33,13.01248,-12.34758
_202052_,06/04/2014,2014:096:11:09:36.9908780,2014:096:11:10:08.7608750,DAY,0,11.5675,-12.66349
_202053_,06/04/2014,2014:096:11:10:00.8988600,2014:096:11:10:32.6688560,DAY,0.06,10.12227,-12.97724
_202054_,06/04/2014,2014:096:11:10:24.8068410,2014:096:11:10:56.5768370,DAY,17.1,8.67681,-13.28907
_202055_,06/04/2014,2014:096:11:10:48.7148220,2014:096:11:11:20.4848180,DAY,13.45,7.23112,-13.59924
_204051_,04/04/2014,2014:094:11:21:36.3914820,2014:094:11:22:08.1614780,DAY,0.2,13.01246,-15.43689
_204052_,04/04/2014,2014:094:11:22:00.2952270,2014:094:11:22:32.0652230,DAY,3.2,11.56776,-15.75277
_199051_,01/04/2014,2014:091:10:50:44.2952510,2014:091:10:51:16.0652480,DAY,32.1,13.01259,-7.70781
_199052_,01/04/2014,2014:091:10:51:08.1989970,2014:091:10:51:39.9689930,DAY,60.81,11.56787,-8.02374
_199053_,01/04/2014,2014:091:10:51:32.1069780,2014:091:10:52:03.8769740,DAY,56.3,10.12264,-8.33749
_199054_,01/04/2014,2014:091:10:51:56.0149590,2014:091:10:52:27.7849550,DAY,63.59,8.67718,-8.64934
_199055_,01/04/2014,2014:091:10:52:19.9314120,2014:091:10:52:51.7014080,DAY,76.02,7.23099,-8.95965
_201051_,30/03/2014,2014:089:11:03:06.7228460,2014:089:11:03:38.4928420,DAY,0,13.01265,-10.79332
_201052_,30/03/2014,2014:089:11:03:30.6350630,2014:089:11:04:02.4050590,DAY,0,11.56741,-11.10936
_201053_,30/03/2014,2014:089:11:03:54.5388080,2014:089:11:04:26.3088040,DAY,0,10.12241,-11.42305
_201054_,30/03/2014,2014:089:11:04:18.4425530,2014:089:11:04:50.2125490,DAY,0.06,8.6772,-11.73486
_201055_,30/03/2014,2014:089:11:04:42.3590060,2014:089:11:05:14.1290020,DAY,6,7.23104,-12.04524
_203051_,28/03/2014,2014:087:11:15:28.7819640,2014:087:11:16:00.5519600,DAY,0.02,13.01256,-13.87734
_203052_,28/03/2014,2014:087:11:15:52.6899450,2014:087:11:16:24.4599410,DAY,0.86,11.5676,-14.19334
_203053_,28/03/2014,2014:087:11:16:16.5979260,2014:087:11:16:48.3679220,DAY,3.88,10.12233,-14.50712
_198052_,25/03/2014,2014:084:10:45:02.9363340,2014:084:10:45:34.7063300,DAY,4.81,11.56748,-6.47457
_198053_,25/03/2014,2014:084:10:45:26.8400790,2014:084:10:45:58.6100750,DAY,43.75,10.12247,-6.78832
_198054_,25/03/2014,2014:084:10:45:50.7522960,2014:084:10:46:22.5222920,DAY,72.7,8.67671,-7.10022
_198055_,25/03/2014,2014:084:10:46:14.6560410,2014:084:10:46:46.4260370,DAY,69.07,7.23132,-7.41044
_200051_,23/03/2014,2014:082:10:57:03.7094980,2014:082:10:57:35.4794940,DAY,0.02,13.0125,-9.25422
_200052_,23/03/2014,2014:082:10:57:27.6132430,2014:082:10:57:59.3832390,DAY,0.06,11.56775,-9.57015
_200053_,23/03/2014,2014:082:10:57:51.5212240,2014:082:10:58:23.2912200,DAY,1.58,10.12246,-9.88395
_200054_,23/03/2014,2014:082:10:58:15.4292050,2014:082:10:58:47.1992010,DAY,1.56,8.67696,-10.19581
_200055_,23/03/2014,2014:082:10:58:39.3371860,2014:082:10:59:11.1071820,DAY,53.79,7.23129,-10.50605
_202051_,21/03/2014,2014:080:11:09:28.0095140,2014:080:11:09:59.7795100,DAY,0,13.01246,-12.34821
_202052_,21/03/2014,2014:080:11:09:51.9174950,2014:080:11:10:23.6874910,DAY,1.76,11.56744,-12.66421
_202053_,21/03/2014,2014:080:11:10:15.8212400,2014:080:11:10:47.5912360,DAY,13.92,10.1224,-12.97794
_202054_,21/03/2014,2014:080:11:10:39.7292210,2014:080:11:11:11.4992170,DAY,23.81,8.67689,-13.28982
_202055_,21/03/2014,2014:080:11:11:03.6372020,2014:080:11:11:35.4071980,DAY,17.86,7.2312,-13.60003
_204051_,19/03/2014,2014:078:11:21:51.9366620,2014:078:11:22:23.7066580,DAY,0,13.01231,-15.44045
_204052_,19/03/2014,2014:078:11:22:15.8404070,2014:078:11:22:47.6104030,DAY,0.01,11.56756,-15.75644
_199051_,16/03/2014,2014:075:10:51:00.7766390,2014:075:10:51:32.5466350,DAY,0.43,13.01223,-7.71588
_199052_,16/03/2014,2014:075:10:51:24.6761480,2014:075:10:51:56.4461440,DAY,2.98,11.56771,-8.03183
_199053_,16/03/2014,2014:075:10:51:48.5841290,2014:075:10:52:20.3541250,DAY,12.91,10.12244,-8.34565
_199054_,16/03/2014,2014:075:10:52:12.4878740,2014:075:10:52:44.2578700,DAY,2.34,8.67716,-8.6575
_199055_,16/03/2014,2014:075:10:52:36.4043270,2014:075:10:53:08.1743230,DAY,22.08,7.23096,-8.96793
_201051_,14/03/2014,2014:073:11:03:23.9540370,2014:073:11:03:55.7240330,DAY,0,13.01229,-10.80499
_201052_,14/03/2014,2014:073:11:03:47.8535460,2014:073:11:04:19.6235420,DAY,0.02,11.56778,-11.12096
_201053_,14/03/2014,2014:073:11:04:11.7657630,2014:073:11:04:43.5357590,DAY,0.06,10.12222,-11.43487
_201054_,14/03/2014,2014:073:11:04:35.6652720,2014:073:11:05:07.4352680,DAY,1.44,8.67718,-11.7467
_201055_,14/03/2014,2014:073:11:04:59.5774890,2014:073:11:05:31.3474850,DAY,10.81,7.23122,-12.05708
_203051_,12/03/2014,2014:071:11:15:46.8308360,2014:071:11:16:18.6008320,DAY,0.13,13.01273,-13.89298
_203052_,12/03/2014,2014:071:11:16:10.7388170,2014:071:11:16:42.5088130,DAY,0.81,11.56769,-14.20906
_203053_,12/03/2014,2014:071:11:16:34.6425620,2014:071:11:17:06.4125580,DAY,15.58,10.12265,-14.52285
_198052_,09/03/2014,2014:068:10:45:18.0244890,2014:068:10:45:49.7944850,DAY,0.83,11.5674,-6.47878
_198053_,09/03/2014,2014:068:10:45:41.9239980,2014:068:10:46:13.6939940,DAY,8.03,10.12262,-6.79254
_198054_,09/03/2014,2014:068:10:46:05.8319790,2014:068:10:46:37.6019750,DAY,1.33,8.67705,-7.10447
_198055_,09/03/2014,2014:068:10:46:29.7441960,2014:068:10:47:01.5141920,DAY,24.64,7.23108,-7.41486
_200051_,07/03/2014,2014:066:10:57:16.2095450,2014:066:10:57:47.9795410,DAY,0.03,13.0125,-9.24795
_200052_,07/03/2014,2014:066:10:57:40.1132900,2014:066:10:58:11.8832860,DAY,0.03,11.56772,-9.56397
_200053_,07/03/2014,2014:066:10:58:04.0212710,2014:066:10:58:35.7912670,DAY,0.57,10.12239,-9.87782
_200054_,07/03/2014,2014:066:10:58:27.9250160,2014:066:10:58:59.6950120,DAY,6.47,8.67707,-10.1897
_200055_,07/03/2014,2014:066:10:58:51.8329970,2014:066:10:59:23.6029930,DAY,36.87,7.23134,-10.50004
_202051_,05/03/2014,2014:064:11:09:37.9721700,2014:064:11:10:09.7421660,DAY,0,13.01252,-12.33175
_202052_,05/03/2014,2014:064:11:10:01.8801510,2014:064:11:10:33.6501470,DAY,0,11.56745,-12.64785
_202053_,05/03/2014,2014:064:11:10:25.7796600,2014:064:11:10:57.5496560,DAY,0.56,10.1226,-12.96157
_202054_,05/03/2014,2014:064:11:10:49.6918770,2014:064:11:11:21.4618730,DAY,2.72,8.67683,-13.2736
_202055_,05/03/2014,2014:064:11:11:13.5956220,2014:064:11:11:45.3656180,DAY,96.73,7.23136,-13.58384
_199051_,28/02/2014,2014:059:10:51:10.4725160,2014:059:10:51:42.2425120,DAY,2.89,13.01266,-7.69957
_199052_,28/02/2014,2014:059:10:51:34.3804970,2014:059:10:52:06.1504930,DAY,1.61,11.56751,-8.01573
_199053_,28/02/2014,2014:059:10:51:58.2842420,2014:059:10:52:30.0542380,DAY,0.08,10.12239,-8.32961
_199054_,28/02/2014,2014:059:10:52:22.1922230,2014:059:10:52:53.9622190,DAY,0.14,8.67679,-8.64162
_199055_,28/02/2014,2014:059:10:52:46.0959680,2014:059:10:53:17.8659640,DAY,12.1,7.23124,-8.95195
_201051_,26/02/2014,2014:057:11:03:34.7767640,2014:057:11:04:06.5467600,DAY,0.13,13.01268,-10.7941
_201052_,26/02/2014,2014:057:11:03:58.6847450,2014:057:11:04:30.4547410,DAY,0.21,11.56754,-11.11025
_201053_,26/02/2014,2014:057:11:04:22.5842540,2014:057:11:04:54.3542500,DAY,16.67,10.12263,-11.4241
_201054_,26/02/2014,2014:057:11:04:46.4922350,2014:057:11:05:18.2622310,DAY,5.79,8.67703,-11.73612
_201055_,26/02/2014,2014:057:11:05:10.4002160,2014:057:11:05:42.1702120,DAY,22.08,7.23123,-12.04653
_203051_,24/02/2014,2014:055:11:15:58.7210160,2014:055:11:16:30.4910120,DAY,0,13.01249,-13.88754
_203052_,24/02/2014,2014:055:11:16:22.6247610,2014:055:11:16:54.3947570,DAY,0.22,11.56762,-14.20363
_203053_,24/02/2014,2014:055:11:16:46.5285060,2014:055:11:17:18.2985020,DAY,0.3,10.12245,-14.51751
_198052_,21/02/2014,2014:052:10:45:31.5072400,2014:052:10:46:03.2772360,DAY,4.14,11.56753,-6.48127
_198053_,21/02/2014,2014:052:10:45:55.4067490,2014:052:10:46:27.1767450,DAY,0.35,10.12264,-6.7951
_198054_,21/02/2014,2014:052:10:46:19.3189660,2014:052:10:46:51.0889620,DAY,0,8.67677,-7.10717
_198055_,21/02/2014,2014:052:10:46:43.2269470,2014:052:10:47:14.9969430,DAY,13.82,7.23095,-7.41756
_200051_,19/02/2014,2014:050:10:57:30.7303900,2014:050:10:58:02.5003860,DAY,41.91,13.0124,-9.25524
_200052_,19/02/2014,2014:050:10:57:54.6341350,2014:050:10:58:26.4041310,DAY,52.17,11.5675,-9.57132
_200053_,19/02/2014,2014:050:10:58:18.5336440,2014:050:10:58:50.3036400,DAY,20.46,10.1226,-9.88514
_200054_,19/02/2014,2014:050:10:58:42.4458610,2014:050:10:59:14.2158570,DAY,11.69,8.67671,-10.19725
_200055_,19/02/2014,2014:050:10:59:06.3496060,2014:050:10:59:38.1196020,DAY,37.53,7.23117,-10.5076
_202052_,17/02/2014,2014:048:11:10:17.4092740,2014:048:11:10:49.1792700,DAY,0,11.56764,-12.6597
_202053_,17/02/2014,2014:048:11:10:41.3130190,2014:048:11:11:13.0830160,DAY,4.99,10.12249,-12.97365
_202054_,17/02/2014,2014:048:11:11:05.2167650,2014:048:11:11:36.9867610,DAY,34.74,8.67712,-13.28563
_202055_,17/02/2014,2014:048:11:11:29.1289820,2014:048:11:12:00.8989780,DAY,63.28,7.23105,-13.5961
_204051_,15/02/2014,2014:046:11:22:16.0562200,2014:046:11:22:47.8262160,DAY,0.05,13.01263,-15.43099
_204052_,15/02/2014,2014:046:11:22:39.9599650,2014:046:11:23:11.7299610,DAY,0.72,11.56777,-15.74714
_199051_,12/02/2014,2014:043:10:51:23.0962470,2014:043:10:51:54.8662420,DAY,0.14,13.01225,-7.7007
_199052_,12/02/2014,2014:043:10:51:46.9999920,2014:043:10:52:18.7699870,DAY,2.64,11.56738,-8.01689
_199053_,12/02/2014,2014:043:10:52:10.8995000,2014:043:10:52:42.6694960,DAY,8.42,10.12252,-8.33079
_199054_,12/02/2014,2014:043:10:52:34.8074810,2014:043:10:53:06.5774770,DAY,1.66,8.67686,-8.64288
_199055_,12/02/2014,2014:043:10:52:58.7112260,2014:043:10:53:30.4812220,DAY,50.73,7.23131,-8.95328
_201051_,10/02/2014,2014:041:11:03:47.5447720,2014:041:11:04:19.3147680,DAY,4.78,13.01268,-10.79653
_201052_,10/02/2014,2014:041:11:04:11.4527530,2014:041:11:04:43.2227490,DAY,2.23,11.56755,-11.11277
_201053_,10/02/2014,2014:041:11:04:35.3522620,2014:041:11:05:07.1222580,DAY,9.96,10.1227,-11.42667
_201054_,10/02/2014,2014:041:11:04:59.2602430,2014:041:11:05:31.0302390,DAY,24.74,8.67706,-11.73878
_201055_,10/02/2014,2014:041:11:05:23.1682240,2014:041:11:05:54.9382200,DAY,26.7,7.23124,-12.04925
_203051_,08/02/2014,2014:039:11:16:11.6841720,2014:039:11:16:43.4541680,DAY,2.96,13.01256,-13.8914
_203052_,08/02/2014,2014:039:11:16:35.5921530,2014:039:11:17:07.3621490,DAY,7.8,11.56742,-14.20761
_203053_,08/02/2014,2014:039:11:16:59.4916620,2014:039:11:17:31.2616580,DAY,4.32,10.12259,-14.52155
_198052_,05/02/2014,2014:036:10:45:44.7510390,2014:036:10:46:16.5210340,DAY,1.13,11.56741,-6.48725
_198053_,05/02/2014,2014:036:10:46:08.6547830,2014:036:10:46:40.4247790,DAY,0,10.12228,-6.80117
_198054_,05/02/2014,2014:036:10:46:32.5585280,2014:036:10:47:04.3285240,DAY,16.56,8.67695,-7.11321
_198055_,05/02/2014,2014:036:10:46:56.4665090,2014:036:10:47:28.2365050,DAY,50.09,7.23119,-7.4237
_200051_,03/02/2014,2014:034:10:57:44.2329550,2014:034:10:58:16.0029500,DAY,0,13.01225,-9.26283
_200052_,03/02/2014,2014:034:10:58:08.1324630,2014:034:10:58:39.9024590,DAY,0,11.56766,-9.57892
_200053_,03/02/2014,2014:034:10:58:32.0404440,2014:034:10:59:03.8104400,DAY,0,10.12233,-9.89297
_200054_,03/02/2014,2014:034:10:58:55.9484250,2014:034:10:59:27.7184210,DAY,0,8.67674,-10.20505
_200055_,03/02/2014,2014:034:10:59:19.8564060,2014:034:10:59:51.6264020,DAY,2.07,7.231,-10.51552
_202051_,01/02/2014,2014:032:11:10:07.3730490,2014:032:11:10:39.1430450,DAY,0.07,13.01262,-12.35323
_202052_,01/02/2014,2014:032:11:10:31.2810300,2014:032:11:11:03.0510260,DAY,0,11.56757,-12.66944
_202053_,01/02/2014,2014:032:11:10:55.1890110,2014:032:11:11:26.9590070,DAY,0.09,10.12223,-12.98348
_202054_,01/02/2014,2014:032:11:11:19.0885200,2014:032:11:11:50.8585160,DAY,1.69,8.67718,-13.2955
_202055_,01/02/2014,2014:032:11:11:43.0049730,2014:032:11:12:14.7749690,DAY,12.32,7.23094,-13.60612
_204051_,30/01/2014,2014:030:11:22:30.3266000,2014:030:11:23:02.0965960,DAY,0.01,13.01232,-15.4429
_204052_,30/01/2014,2014:030:11:22:54.2303450,2014:030:11:23:26.0003410,DAY,0.01,11.56756,-15.75912
_199051_,27/01/2014,2014:027:10:51:37.8840800,2014:027:10:52:09.6540760,DAY,0,13.01226,-7.716
_199052_,27/01/2014,2014:027:10:52:01.7878250,2014:027:10:52:33.5578210,DAY,0,11.56753,-8.03224
_199053_,27/01/2014,2014:027:10:52:25.6958060,2014:027:10:52:57.4658010,DAY,0.02,10.12224,-8.34628
_199054_,27/01/2014,2014:027:10:52:49.6037860,2014:027:10:53:21.3737820,DAY,12.98,8.67671,-8.65845
_199055_,27/01/2014,2014:027:10:53:13.5117670,2014:027:10:53:45.2817630,DAY,53.47,7.23105,-8.96898
_201051_,25/01/2014,2014:025:11:04:00.2868840,2014:025:11:04:32.0568800,DAY,29.07,13.01261,-10.80422
_201052_,25/01/2014,2014:025:11:04:24.1991010,2014:025:11:04:55.9690970,DAY,12.44,11.56739,-11.12057
_201053_,25/01/2014,2014:025:11:04:48.1028460,2014:025:11:05:19.8728420,DAY,6.62,10.12239,-11.43456
_201054_,25/01/2014,2014:025:11:05:12.0065910,2014:025:11:05:43.7765870,DAY,14.34,8.67712,-11.74662
_201055_,25/01/2014,2014:025:11:05:35.9230440,2014:025:11:06:07.6930400,DAY,51.59,7.23094,-12.0573
_203051_,23/01/2014,2014:023:11:16:22.5371660,2014:023:11:16:54.3071620,DAY,3.71,13.01256,-13.89191
_203052_,23/01/2014,2014:023:11:16:46.4451470,2014:023:11:17:18.2151430,DAY,56.43,11.56758,-14.20818
_198052_,20/01/2014,2014:020:10:45:53.0198030,2014:020:10:46:24.7897990,DAY,34.34,11.56743,-6.47755
_198053_,20/01/2014,2014:020:10:46:16.9277840,2014:020:10:46:48.6977800,DAY,46.07,10.12219,-6.79161
_198054_,20/01/2014,2014:020:10:46:40.8315290,2014:020:10:47:12.6015250,DAY,30.84,8.67703,-7.10371
_198055_,20/01/2014,2014:020:10:47:04.7395100,2014:020:10:47:36.5095060,DAY,32.4,7.2314,-7.41421
_200051_,18/01/2014,2014:018:10:57:50.9047080,2014:018:10:58:22.6747040,DAY,0.19,13.01225,-9.24661
_200052_,18/01/2014,2014:018:10:58:14.8084530,2014:018:10:58:46.5784490,DAY,1.82,11.5676,-9.56286
_200053_,18/01/2014,2014:018:10:58:38.7164340,2014:018:10:59:10.4864300,DAY,14.58,10.12242,-9.87694
_200054_,18/01/2014,2014:018:10:59:02.6286510,2014:018:10:59:34.3986460,DAY,70.08,8.67674,-10.18916
_200055_,18/01/2014,2014:018:10:59:26.5366320,2014:018:10:59:58.3066270,DAY,69.36,7.23115,-10.49972
_202051_,16/01/2014,2014:016:11:10:12.5409510,2014:016:11:10:44.3109470,DAY,0,13.01233,-12.33133
_202052_,16/01/2014,2014:016:11:10:36.4446960,2014:016:11:11:08.2146920,DAY,0,11.56769,-12.64758
_202053_,16/01/2014,2014:016:11:11:00.3526770,2014:016:11:11:32.1226730,DAY,18.74,10.12251,-12.96169
_202054_,16/01/2014,2014:016:11:11:24.2648940,2014:016:11:11:56.0348900,DAY,14.58,8.67686,-13.27392
_202055_,16/01/2014,2014:016:11:11:48.1728750,2014:016:11:12:19.9428710,DAY,1.76,7.23124,-13.58447
_204051_,14/01/2014,2014:014:11:22:35.5793530,2014:014:11:23:07.3493490,DAY,1.14,13.01248,-15.42207
_204052_,14/01/2014,2014:014:11:22:59.4873340,2014:014:11:23:31.2573300,DAY,5.35,11.56761,-15.73844
_199051_,11/01/2014,2014:011:10:51:45.4795440,2014:011:10:52:17.2495400,DAY,1.21,13.0126,-7.70609
_199052_,11/01/2014,2014:011:10:52:09.3875250,2014:011:10:52:41.1575210,DAY,0.02,11.56774,-8.0224
_199053_,11/01/2014,2014:011:10:52:33.2997420,2014:011:10:53:05.0697380,DAY,0.05,10.12236,-8.33661
_199054_,11/01/2014,2014:011:10:52:57.2119590,2014:011:10:53:28.9819550,DAY,24.69,8.67672,-8.64883
_199055_,11/01/2014,2014:011:10:53:21.1199400,2014:011:10:53:52.8899360,DAY,70.93,7.23118,-8.95944
_201051_,09/01/2014,2014:009:11:04:09.4159560,2014:009:11:04:41.1859520,DAY,0.37,13.01223,-10.80142
_201052_,09/01/2014,2014:009:11:04:33.3197010,2014:009:11:05:05.0896970,DAY,0,11.56767,-11.11768
_201053_,09/01/2014,2014:009:11:04:57.2319180,2014:009:11:05:29.0019140,DAY,0.75,10.12228,-11.43186
_201054_,09/01/2014,2014:009:11:05:21.1356630,2014:009:11:05:52.9056580,DAY,5.82,8.67718,-11.74402
_201055_,09/01/2014,2014:009:11:05:45.0478790,2014:009:11:06:16.8178750,DAY,10.33,7.23144,-12.05463
_203051_,07/01/2014,2014:007:11:16:33.1277930,2014:007:11:17:04.8977890,DAY,84.01,13.01266,-13.89568
_203052_,07/01/2014,2014:007:11:16:57.0357740,2014:007:11:17:28.8057700,DAY,67.47,11.56783,-14.21201
_203053_,07/01/2014,2014:007:11:17:20.9479910,2014:007:11:17:52.7179870,DAY,37.99,10.12245,-14.52615
_198052_,04/01/2014,2014:004:10:46:05.7668990,2014:004:10:46:37.5368950,DAY,0.13,11.56781,-6.49119
_198053_,04/01/2014,2014:004:10:46:29.6791160,2014:004:10:47:01.4491120,DAY,5.4,10.12248,-6.80536
_198054_,04/01/2014,2014:004:10:46:53.5913330,2014:004:10:47:25.3613290,DAY,32.45,8.67692,-7.1176
_198055_,04/01/2014,2014:004:10:47:17.4993140,2014:004:10:47:49.2693100,DAY,30.43,7.23144,-7.42816
_200051_,02/01/2014,2014:002:10:58:04.9906400,2014:002:10:58:36.7606360,DAY,3.68,13.01234,-9.2663
_200052_,02/01/2014,2014:002:10:58:28.8943840,2014:002:10:59:00.6643800,DAY,12.02,11.56782,-9.58261
_200053_,02/01/2014,2014:002:10:58:52.8066010,2014:002:10:59:24.5765970,DAY,0.06,10.1225,-9.89679
_200054_,02/01/2014,2014:002:10:59:16.7230540,2014:002:10:59:48.4930500,DAY,38.96,8.67672,-10.20914
_200055_,02/01/2014,2014:002:10:59:40.6352710,2014:002:11:00:12.4052670,DAY,60.55,7.23099,-10.51976
_202051_,31/12/2013,2013:365:11:10:27.8426330,2013:365:11:10:59.6126290,DAY,57.4,13.01227,-12.35669
_202052_,31/12/2013,2013:365:11:10:51.7463780,2013:365:11:11:23.5163740,DAY,34.57,11.56775,-12.673
_202053_,31/12/2013,2013:365:11:11:15.6585950,2013:365:11:11:47.4285900,DAY,0.08,10.12243,-12.98722
_202054_,31/12/2013,2013:365:11:11:39.5665760,2013:365:11:12:11.3365710,DAY,0.05,8.67718,-13.29947
_202055_,31/12/2013,2013:365:11:12:03.4872640,2013:365:11:12:35.2572600,DAY,6.39,7.23097,-13.61024
_204051_,29/12/2013,2013:363:11:22:50.4954400,2013:363:11:23:22.2654360,DAY,0.01,13.01257,-15.44671
_204052_,29/12/2013,2013:363:11:23:14.4034200,2013:363:11:23:46.1734160,DAY,0.2,11.5678,-15.76309
_199051_,26/12/2013,2013:360:10:51:57.7226710,2013:360:10:52:29.4926660,DAY,0.02,13.01237,-7.72084
_199052_,26/12/2013,2013:360:10:52:21.6264150,2013:360:10:52:53.3964110,DAY,0,11.56787,-8.03716
_199053_,26/12/2013,2013:360:10:52:45.5428680,2013:360:10:53:17.3128640,DAY,0,10.12234,-8.35143
_199054_,26/12/2013,2013:360:10:53:09.4550850,2013:360:10:53:41.2250810,DAY,0,8.67686,-8.66371
_199055_,26/12/2013,2013:360:10:53:33.3630660,2013:360:10:54:05.1330620,DAY,0.02,7.23139,-8.97434
_201051_,24/12/2013,2013:358:11:04:19.9434910,2013:358:11:04:51.7134870,DAY,0.1,13.01222,-10.80933
_201052_,24/12/2013,2013:358:11:04:43.8472360,2013:358:11:05:15.6172320,DAY,0.11,11.56772,-11.12566
_201053_,24/12/2013,2013:358:11:05:07.7594530,2013:358:11:05:39.5294490,DAY,0,10.12244,-11.43986
_201054_,24/12/2013,2013:358:11:05:31.6674340,2013:358:11:06:03.4374300,DAY,0,8.67718,-11.7521
_201055_,24/12/2013,2013:358:11:05:55.5881230,2013:358:11:06:27.3581190,DAY,0.08,7.23102,-12.06289
_203051_,22/12/2013,2013:356:11:16:41.9821380,2013:356:11:17:13.7521340,DAY,17.95,13.01265,-13.89675
_203052_,22/12/2013,2013:356:11:17:05.8943550,2013:356:11:17:37.6643510,DAY,44.3,11.56765,-14.21323
_203053_,22/12/2013,2013:356:11:17:29.8023360,2013:356:11:18:01.5723320,DAY,23.41,10.12266,-14.52736
_198052_,19/12/2013,2013:353:10:46:12.1895600,2013:353:10:46:43.9595560,DAY,23.61,11.56774,-6.48262
_198053_,19/12/2013,2013:353:10:46:36.1060130,2013:353:10:47:07.8760090,DAY,11.81,10.12221,-6.79692
_198054_,19/12/2013,2013:353:10:47:00.0097580,2013:353:10:47:31.7797540,DAY,3.8,8.6772,-7.10914
_198055_,19/12/2013,2013:353:10:47:23.9262110,2013:353:10:47:55.6962070,DAY,3.68,7.23127,-7.41987
_200051_,17/12/2013,2013:351:10:58:12.2178550,2013:351:10:58:43.9878510,DAY,46.04,13.01229,-9.26168
_200052_,17/12/2013,2013:351:10:58:36.1216000,2013:351:10:59:07.8915960,DAY,50.29,11.5678,-9.57807
_200053_,17/12/2013,2013:351:10:59:00.0380530,2013:351:10:59:31.8080490,DAY,26.95,10.12225,-9.89237
_200054_,17/12/2013,2013:351:10:59:23.9460340,2013:351:10:59:55.7160300,DAY,69.2,8.67701,-10.20467
_200055_,17/12/2013,2013:351:10:59:47.8624870,2013:351:11:00:19.6324830,DAY,100,7.23107,-10.51545
_202051_,15/12/2013,2013:349:11:10:35.8533680,2013:349:11:11:07.6233640,DAY,4.27,13.01235,-12.35616
_202052_,15/12/2013,2013:349:11:10:59.7613480,2013:349:11:11:31.5313440,DAY,33.04,11.56757,-12.67259
_202055_,15/12/2013,2013:349:11:12:11.4937630,2013:349:11:12:43.2637590,DAY,100,7.23135,-13.60991
_204051_,13/12/2013,2013:347:11:22:59.1332270,2013:347:11:23:30.9032230,DAY,3.63,13.01236,-15.44946
_204052_,13/12/2013,2013:347:11:23:23.0412080,2013:347:11:23:54.8112040,DAY,4.41,11.5676,-15.76589
_199051_,10/12/2013,2013:344:10:52:06.9791210,2013:344:10:52:38.7491170,DAY,0,13.01267,-7.72681
_199052_,10/12/2013,2013:344:10:52:30.8955740,2013:344:10:53:02.6655700,DAY,0,11.5674,-8.04338
_199053_,10/12/2013,2013:344:10:52:54.7993190,2013:344:10:53:26.5693150,DAY,0,10.12259,-8.35749
_199054_,10/12/2013,2013:344:10:53:18.7157720,2013:344:10:53:50.4857680,DAY,0,8.67681,-8.66993
_199055_,10/12/2013,2013:344:10:53:42.6237530,2013:344:10:54:14.3937490,DAY,17.43,7.23136,-8.98058
_201051_,08/12/2013,2013:342:11:04:29.4542250,2013:342:11:05:01.2242210,DAY,0,13.01261,-10.81684
_201052_,08/12/2013,2013:342:11:04:53.3664420,2013:342:11:05:25.1364380,DAY,0,11.56755,-11.13333
_201053_,08/12/2013,2013:342:11:05:17.2786590,2013:342:11:05:49.0486550,DAY,0,10.12223,-11.4476
_201054_,08/12/2013,2013:342:11:05:41.1824040,2013:342:11:06:12.9524000,DAY,0.73,8.6772,-11.75983
_201055_,08/12/2013,2013:342:11:06:05.0988570,2013:342:11:06:36.8688530,DAY,11.68,7.23126,-12.07061
_203051_,06/12/2013,2013:340:11:16:51.6199150,2013:340:11:17:23.3899110,DAY,2.07,13.01259,-13.90519
_203052_,06/12/2013,2013:340:11:17:15.5278960,2013:340:11:17:47.2978920,DAY,0,11.56778,-14.22163
_203053_,06/12/2013,2013:340:11:17:39.4443490,2013:340:11:18:11.2143440,DAY,4.46,10.12223,-14.536
_198052_,03/12/2013,2013:337:10:46:21.8566970,2013:337:10:46:53.6266930,DAY,0.61,11.56781,-6.49175
_198053_,03/12/2013,2013:337:10:46:45.7646780,2013:337:10:47:17.5346740,DAY,13.81,10.1227,-6.80602
_198054_,03/12/2013,2013:337:10:47:09.6768950,2013:337:10:47:41.4468910,DAY,30.77,8.67716,-7.11843
_198055_,03/12/2013,2013:337:10:47:33.5891120,2013:337:10:48:05.3591070,DAY,52.45,7.23143,-7.42918
_200051_,01/12/2013,2013:335:10:58:19.5084800,2013:335:10:58:51.2784760,DAY,0,13.01261,-9.26149
_200052_,01/12/2013,2013:335:10:58:43.4164610,2013:335:10:59:15.1864570,DAY,0,11.56778,-9.57798
_200053_,01/12/2013,2013:335:10:59:07.3244420,2013:335:10:59:39.0944380,DAY,2.42,10.12267,-9.89227
