LPID,ADate,StartTime,StopTime,DayNight,SCC,CenterLatdec,CenterLongdec
_201054_,15/07/2018,2018:196:11:03:14.8961330,2018:196:11:03:46.6661310,DAY,69.35,8.67683,-11.72414
_201055_,15/07/2018,2018:196:11:03:38.8083520,2018:196:11:04:10.5783500,DAY,80.53,7.23114,-12.03573
_203051_,13/07/2018,2018:194:11:14:23.9305600,2018:194:11:14:55.7005590,DAY,42.73,13.01233,-13.86952
_203052_,13/07/2018,2018:194:11:14:47.8385430,2018:194:11:15:19.6085420,DAY,57.36,11.56758,-14.18687
_203053_,13/07/2018,2018:194:11:15:11.7507620,2018:194:11:15:43.5207600,DAY,12.1,10.12229,-14.50206
_198052_,10/07/2018,2018:191:10:43:52.4355880,2018:191:10:44:24.2055870,DAY,12.68,11.56765,-6.46288
_198053_,10/07/2018,2018:191:10:44:16.3435710,2018:191:10:44:48.1135700,DAY,35.31,10.12258,-6.77797
_198054_,10/07/2018,2018:191:10:44:40.2600260,2018:191:10:45:12.0300250,DAY,76.27,8.67685,-7.09134
_198055_,10/07/2018,2018:191:10:45:04.1680090,2018:191:10:45:35.9380070,DAY,96.56,7.23139,-7.40287
_200051_,08/07/2018,2018:189:10:55:49.1886180,2018:189:10:56:20.9586160,DAY,3.49,13.01272,-9.23608
_200052_,08/07/2018,2018:189:10:56:13.1008370,2018:189:10:56:44.8708350,DAY,10.52,11.5677,-9.55348
_200053_,08/07/2018,2018:189:10:56:37.0130560,2018:189:10:57:08.7830540,DAY,49.53,10.1224,-9.86863
_200054_,08/07/2018,2018:189:10:57:00.9252750,2018:189:10:57:32.6952730,DAY,73.57,8.67692,-10.1819
_200055_,08/07/2018,2018:189:10:57:24.8374930,2018:189:10:57:56.6074920,DAY,81.57,7.23123,-10.49349
_202051_,06/07/2018,2018:187:11:08:09.8326270,2018:187:11:08:41.6026250,DAY,100,13.01241,-12.32661
_202052_,06/07/2018,2018:187:11:08:33.7448460,2018:187:11:09:05.5148440,DAY,94.09,11.56738,-12.64401
_202053_,06/07/2018,2018:187:11:08:57.6528280,2018:187:11:09:29.4228270,DAY,90.42,10.12237,-12.9591
_202054_,06/07/2018,2018:187:11:09:21.5608110,2018:187:11:09:53.3308100,DAY,36.9,8.6771,-13.27227
_202055_,06/07/2018,2018:187:11:09:45.4730300,2018:187:11:10:17.2430280,DAY,43.42,7.23142,-13.58388
_204051_,04/07/2018,2018:185:11:20:30.4553660,2018:185:11:21:02.2253640,DAY,72.66,13.01248,-15.41705
_204052_,04/07/2018,2018:185:11:20:54.3675850,2018:185:11:21:26.1375830,DAY,98.35,11.56747,-15.73444
_199051_,01/07/2018,2018:182:10:49:34.8402170,2018:182:10:50:06.6102150,DAY,78.33,13.0126,-7.69229
_199052_,01/07/2018,2018:182:10:49:58.7482000,2018:182:10:50:30.5181980,DAY,92.77,11.56784,-8.00961
_199053_,01/07/2018,2018:182:10:50:22.6604190,2018:182:10:50:54.4304170,DAY,100,10.12258,-8.32477
_199054_,01/07/2018,2018:182:10:50:46.5768730,2018:182:10:51:18.3468720,DAY,100,8.67683,-8.63805
_199055_,01/07/2018,2018:182:10:51:10.4890920,2018:182:10:51:42.2590910,DAY,100,7.23112,-8.94963
_201051_,29/06/2018,2018:180:11:01:55.3611600,2018:180:11:02:27.1311580,DAY,8.04,13.0125,-10.78244
_201052_,29/06/2018,2018:180:11:02:19.2691420,2018:180:11:02:51.0391410,DAY,53.65,11.56778,-11.0998
_201053_,29/06/2018,2018:180:11:02:43.1813610,2018:180:11:03:14.9513600,DAY,92.44,10.12251,-11.41496
_201054_,29/06/2018,2018:180:11:03:07.0978160,2018:180:11:03:38.8678140,DAY,99.99,8.67677,-11.72829
_201055_,29/06/2018,2018:180:11:03:31.0057990,2018:180:11:04:02.7757970,DAY,65.64,7.2313,-12.03983
_203051_,27/06/2018,2018:178:11:14:15.8526390,2018:178:11:14:47.6226370,DAY,97.87,13.01228,-13.87245
_203052_,27/06/2018,2018:178:11:14:39.7606220,2018:178:11:15:11.5306200,DAY,97.36,11.56757,-14.18983
_203053_,27/06/2018,2018:178:11:15:03.6686050,2018:178:11:15:35.4386030,DAY,69.38,10.12255,-14.50498
_198052_,24/06/2018,2018:175:10:43:43.9298120,2018:175:10:44:15.6998110,DAY,97.67,11.56767,-6.46421
_198053_,24/06/2018,2018:175:10:44:07.8420310,2018:175:10:44:39.6120300,DAY,98.21,10.12238,-6.7794
_198054_,24/06/2018,2018:175:10:44:31.7500140,2018:175:10:45:03.5200120,DAY,100,8.67718,-7.09263
_198055_,24/06/2018,2018:175:10:44:55.6707050,2018:175:10:45:27.4407030,DAY,94.09,7.23095,-7.40432
_200051_,22/06/2018,2018:173:10:55:40.3948230,2018:173:10:56:12.1648210,DAY,42.7,13.01232,-9.2364
_200052_,22/06/2018,2018:173:10:56:04.3028060,2018:173:10:56:36.0728040,DAY,92.2,11.56762,-9.55378
_200053_,22/06/2018,2018:173:10:56:28.2107890,2018:173:10:56:59.9807870,DAY,100,10.12258,-9.86891
_200054_,22/06/2018,2018:173:10:56:52.1230070,2018:173:10:57:23.8930060,DAY,100,8.67709,-10.18216
_200055_,22/06/2018,2018:173:10:57:16.0394620,2018:173:10:57:47.8094610,DAY,99.95,7.23118,-10.49384
_202051_,20/06/2018,2018:171:11:08:00.7340180,2018:171:11:08:32.5040170,DAY,0.01,13.01236,-12.32589
_202052_,20/06/2018,2018:171:11:08:24.6420010,2018:171:11:08:56.4119990,DAY,6.88,11.56764,-12.64325
_202053_,20/06/2018,2018:171:11:08:48.5499840,2018:171:11:09:20.3199820,DAY,26.52,10.12263,-12.95836
_202054_,20/06/2018,2018:171:11:09:12.4622030,2018:171:11:09:44.2322010,DAY,51.72,8.67711,-13.2716
_202055_,20/06/2018,2018:171:11:09:36.3786570,2018:171:11:10:08.1486560,DAY,95.32,7.23118,-13.58326
_204051_,18/06/2018,2018:169:11:20:21.0519070,2018:169:11:20:52.8219060,DAY,79.75,13.01265,-15.41537
_204052_,18/06/2018,2018:169:11:20:44.9683620,2018:169:11:21:16.7383610,DAY,99.96,11.56739,-15.73281
_199051_,15/06/2018,2018:166:10:49:24.9627830,2018:166:10:49:56.7327820,DAY,49.8,13.01265,-7.68914
_199052_,15/06/2018,2018:166:10:49:48.8750020,2018:166:10:50:20.6450000,DAY,35.43,11.56766,-8.00655
_199053_,15/06/2018,2018:166:10:50:12.7829850,2018:166:10:50:44.5529830,DAY,28,10.12264,-8.3217
_199054_,15/06/2018,2018:166:10:50:36.6994390,2018:166:10:51:08.4694380,DAY,71.94,8.67689,-8.63497
_199055_,15/06/2018,2018:166:10:51:00.6158940,2018:166:10:51:32.3858930,DAY,100,7.23097,-8.94666
_201051_,13/06/2018,2018:164:11:01:45.1579090,2018:164:11:02:16.9279070,DAY,9.74,13.0127,-10.77813
_201052_,13/06/2018,2018:164:11:02:09.0743640,2018:164:11:02:40.8443620,DAY,15.19,11.56743,-11.09562
_201053_,13/06/2018,2018:164:11:02:32.9781100,2018:164:11:03:04.7481090,DAY,48.82,10.1227,-11.41071
_201054_,13/06/2018,2018:164:11:02:56.8945650,2018:164:11:03:28.6645640,DAY,76.65,8.67693,-11.72403
_201055_,13/06/2018,2018:164:11:03:20.8110200,2018:164:11:03:52.5810180,DAY,75.02,7.23103,-12.03574
_203051_,11/06/2018,2018:162:11:14:05.3319770,2018:162:11:14:37.1019750,DAY,5.53,13.01224,-13.86703
_203052_,11/06/2018,2018:162:11:14:29.2399590,2018:162:11:15:01.0099580,DAY,33.12,11.56749,-14.18441
_203053_,11/06/2018,2018:162:11:14:53.1479420,2018:162:11:15:24.9179410,DAY,25.46,10.12248,-14.49956
_198052_,08/06/2018,2018:159:10:43:32.9519930,2018:159:10:44:04.7219910,DAY,2.76,11.56759,-6.45713
_198053_,08/06/2018,2018:159:10:43:56.8599760,2018:159:10:44:28.6299740,DAY,9.71,10.12255,-6.77228
_198054_,08/06/2018,2018:159:10:44:20.7764300,2018:159:10:44:52.5464290,DAY,36.87,8.67681,-7.08561
_198055_,08/06/2018,2018:159:10:44:44.6844130,2018:159:10:45:16.4544120,DAY,63.7,7.2314,-7.3972
_200051_,06/06/2018,2018:157:10:55:29.1207540,2018:157:10:56:00.8907520,DAY,34.94,13.01268,-9.22833
_200052_,06/06/2018,2018:157:10:55:53.0329730,2018:157:10:56:24.8029710,DAY,7.63,11.56764,-9.54571
_200053_,06/06/2018,2018:157:10:56:16.9451920,2018:157:10:56:48.7151900,DAY,25.88,10.12238,-9.86092
_200054_,06/06/2018,2018:157:10:56:40.8574100,2018:157:10:57:12.6274090,DAY,53.2,8.67688,-10.17418
_200055_,06/06/2018,2018:157:10:57:04.7653930,2018:157:10:57:36.5353910,DAY,59.42,7.23145,-10.48578
_202051_,04/06/2018,2018:155:11:07:50.3920370,2018:155:11:08:22.1620350,DAY,100,13.01237,-12.32197
_202052_,04/06/2018,2018:155:11:08:14.3000190,2018:155:11:08:46.0700180,DAY,91.84,11.56759,-12.63934
_202053_,04/06/2018,2018:155:11:08:38.2080020,2018:155:11:09:09.9780000,DAY,85.4,10.12249,-12.95449
_202054_,04/06/2018,2018:155:11:09:02.1244570,2018:155:11:09:33.8944550,DAY,70.52,8.6767,-13.2678
_202055_,04/06/2018,2018:155:11:09:26.0324400,2018:155:11:09:57.8024380,DAY,47.81,7.23122,-13.57939
_204051_,02/06/2018,2018:153:11:20:12.4512680,2018:153:11:20:44.2212670,DAY,23.48,13.01264,-15.41887
_204052_,02/06/2018,2018:153:11:20:36.3634870,2018:153:11:21:08.1334850,DAY,50.6,11.56759,-15.7363
_199051_,30/05/2018,2018:150:10:49:19.9080180,2018:150:10:49:51.6780160,DAY,3.02,13.01232,-7.71218
_199052_,30/05/2018,2018:150:10:49:43.8075290,2018:150:10:50:15.5775270,DAY,8.21,11.56781,-8.0282
_199053_,30/05/2018,2018:150:10:50:07.7197480,2018:150:10:50:39.4897460,DAY,20.61,10.1223,-8.34216
_199054_,30/05/2018,2018:150:10:50:31.6234940,2018:150:10:51:03.3934930,DAY,20.96,8.67704,-8.65409
_199055_,30/05/2018,2018:150:10:50:55.5357130,2018:150:10:51:27.3057110,DAY,72.88,7.23107,-8.9645
_201051_,28/05/2018,2018:148:11:01:43.2548510,2018:148:11:02:15.0248490,DAY,2.78,13.01236,-10.80295
_201052_,28/05/2018,2018:148:11:02:07.1585980,2018:148:11:02:38.9285960,DAY,14.28,11.56758,-11.11902
_201053_,28/05/2018,2018:148:11:02:31.0665810,2018:148:11:03:02.8365790,DAY,57.41,10.1223,-11.43294
_201054_,28/05/2018,2018:148:11:02:54.9703270,2018:148:11:03:26.7403260,DAY,80.77,8.67704,-11.74488
_201055_,28/05/2018,2018:148:11:03:18.8825460,2018:148:11:03:50.6525440,DAY,85.05,7.2311,-12.05534
_203051_,26/05/2018,2018:146:11:14:06.5678860,2018:146:11:14:38.3378850,DAY,0,13.01251,-13.89356
_203052_,26/05/2018,2018:146:11:14:30.4758690,2018:146:11:15:02.2458680,DAY,0.16,11.56749,-14.2097
_203053_,26/05/2018,2018:146:11:14:54.3753800,2018:146:11:15:26.1453780,DAY,6.34,10.1227,-14.52351
_198052_,23/05/2018,2018:143:10:43:38.9578430,2018:143:10:44:10.7278420,DAY,81.93,11.56755,-6.48529
_198053_,23/05/2018,2018:143:10:44:02.8658260,2018:143:10:44:34.6358250,DAY,99.99,10.12225,-6.79922
_198054_,23/05/2018,2018:143:10:44:26.7738090,2018:143:10:44:58.5438070,DAY,90.13,8.67677,-7.11124
_198055_,23/05/2018,2018:143:10:44:50.6817920,2018:143:10:45:22.4517900,DAY,75.3,7.23108,-7.42161
_200051_,21/05/2018,2018:141:10:55:38.2782930,2018:141:10:56:10.0482910,DAY,34.95,13.01236,-9.25987
_200052_,21/05/2018,2018:141:10:56:02.1778030,2018:141:10:56:33.9478020,DAY,47.19,11.56786,-9.57589
_200053_,21/05/2018,2018:141:10:56:26.0900220,2018:141:10:56:57.8600200,DAY,51.63,10.12228,-9.88984
_200054_,21/05/2018,2018:141:10:56:49.9937690,2018:141:10:57:21.7637670,DAY,77.83,8.67704,-10.20178
_200055_,21/05/2018,2018:141:10:57:13.9059880,2018:141:10:57:45.6759860,DAY,45.35,7.23107,-10.5122
_202051_,19/05/2018,2018:139:11:08:01.4644360,2018:139:11:08:33.2344340,DAY,22.86,13.01255,-12.35035
_202052_,19/05/2018,2018:139:11:08:25.3724190,2018:139:11:08:57.1424170,DAY,11.32,11.56753,-12.66646
_202053_,19/05/2018,2018:139:11:08:49.2761650,2018:139:11:09:21.0461640,DAY,15.48,10.12252,-12.98031
_202054_,19/05/2018,2018:139:11:09:13.1841480,2018:139:11:09:44.9541460,DAY,43.65,8.67697,-13.29229
_202055_,19/05/2018,2018:139:11:09:37.0921310,2018:139:11:10:08.8621290,DAY,48.17,7.23129,-13.60269
_204051_,17/05/2018,2018:137:11:20:24.6294980,2018:137:11:20:56.3994960,DAY,8.46,13.01225,-15.44079
_204052_,17/05/2018,2018:137:11:20:48.5332450,2018:137:11:21:20.3032430,DAY,0.07,11.56751,-15.75682
_199051_,14/05/2018,2018:134:10:49:32.8193700,2018:134:10:50:04.5893680,DAY,2.9,13.01262,-7.71525
_199052_,14/05/2018,2018:134:10:49:56.7273530,2018:134:10:50:28.4973510,DAY,0,11.56759,-8.03141
_199053_,14/05/2018,2018:134:10:50:20.6311000,2018:134:10:50:52.4010980,DAY,0.12,10.12256,-8.34531
_199054_,14/05/2018,2018:134:10:50:44.5433180,2018:134:10:51:16.3133170,DAY,34.4,8.67681,-8.6574
_199055_,14/05/2018,2018:134:10:51:08.4470650,2018:134:10:51:40.2170630,DAY,55.89,7.23138,-8.96773
_201051_,12/05/2018,2018:132:11:01:55.8402540,2018:132:11:02:27.6102530,DAY,1.03,13.01225,-10.80493
_201052_,12/05/2018,2018:132:11:02:19.7440010,2018:132:11:02:51.5139990,DAY,2.71,11.56753,-11.12107
_201053_,12/05/2018,2018:132:11:02:43.6519840,2018:132:11:03:15.4219820,DAY,24.01,10.12223,-11.43501
_201054_,12/05/2018,2018:132:11:03:07.5557310,2018:132:11:03:39.3257290,DAY,47.51,8.67697,-11.74697
_201055_,12/05/2018,2018:132:11:03:31.4679490,2018:132:11:04:03.2379480,DAY,91.04,7.23102,-12.05744
_203051_,10/05/2018,2018:130:11:14:18.8187240,2018:130:11:14:50.5887220,DAY,0,13.01231,-13.89447
_203052_,10/05/2018,2018:130:11:14:42.7182350,2018:130:11:15:14.4882330,DAY,2.34,11.56786,-14.21052
_203053_,10/05/2018,2018:130:11:15:06.6262180,2018:130:11:15:38.3962160,DAY,53.38,10.12255,-14.52447
_198052_,07/05/2018,2018:127:10:43:50.6793200,2018:127:10:44:22.4493190,DAY,0.67,11.56762,-6.48457
_198053_,07/05/2018,2018:127:10:44:14.5830670,2018:127:10:44:46.3530650,DAY,0.2,10.12257,-6.79844
_198054_,07/05/2018,2018:127:10:44:38.4910500,2018:127:10:45:10.2610480,DAY,0.43,8.67708,-7.11048
_198055_,07/05/2018,2018:127:10:45:02.3990320,2018:127:10:45:34.1690310,DAY,8.71,7.2314,-7.42084
_200051_,05/05/2018,2018:125:10:55:49.6312350,2018:125:10:56:21.4012340,DAY,2.28,13.0127,-9.25769
_200052_,05/05/2018,2018:125:10:56:13.5434540,2018:125:10:56:45.3134530,DAY,13.71,11.56743,-9.57391
_200053_,05/05/2018,2018:125:10:56:37.4429650,2018:125:10:57:09.2129630,DAY,20.45,10.12263,-9.88772
_200054_,05/05/2018,2018:125:10:57:01.3551840,2018:125:10:57:33.1251820,DAY,89.34,8.67689,-10.19978
_200055_,05/05/2018,2018:125:10:57:25.2631660,2018:125:10:57:57.0331650,DAY,84.86,7.23121,-10.51017
_202051_,03/05/2018,2018:123:11:08:12.4486350,2018:123:11:08:44.2186330,DAY,4.53,13.01262,-12.34677
_202052_,03/05/2018,2018:123:11:08:36.3566170,2018:123:11:09:08.1266160,DAY,12.12,11.5676,-12.66291
_202053_,03/05/2018,2018:123:11:09:00.2646000,2018:123:11:09:32.0345980,DAY,67.47,10.12232,-12.97686
_202054_,03/05/2018,2018:123:11:09:24.1725830,2018:123:11:09:55.9425810,DAY,80.77,8.67682,-13.28889
_202055_,03/05/2018,2018:123:11:09:48.0763300,2018:123:11:10:19.8463280,DAY,51.45,7.2314,-13.59927
_204051_,01/05/2018,2018:121:11:20:35.2448440,2018:121:11:21:07.0148430,DAY,0.79,13.01233,-15.43573
_204052_,01/05/2018,2018:121:11:20:59.1443550,2018:121:11:21:30.9143530,DAY,11.96,11.56783,-15.75179
_199051_,28/04/2018,2018:118:10:49:42.8967410,2018:118:10:50:14.6667400,DAY,1.1,13.01247,-7.70834
_199052_,28/04/2018,2018:118:10:50:06.8004880,2018:118:10:50:38.5704860,DAY,0.02,11.56774,-8.02448
_199053_,28/04/2018,2018:118:10:50:30.7127070,2018:118:10:51:02.4827050,DAY,8.37,10.12221,-8.33851
_199054_,28/04/2018,2018:118:10:50:54.6206900,2018:118:10:51:26.3906880,DAY,38.1,8.67671,-8.65058
_199055_,28/04/2018,2018:118:10:51:18.5244360,2018:118:10:51:50.2944350,DAY,53.62,7.2313,-8.96098
_201051_,26/04/2018,2018:116:11:02:05.5617500,2018:116:11:02:37.3317480,DAY,0.83,13.01254,-10.79677
_201052_,26/04/2018,2018:116:11:02:29.4697330,2018:116:11:03:01.2397310,DAY,0.01,11.56753,-11.11298
_201053_,26/04/2018,2018:116:11:02:53.3734800,2018:116:11:03:25.1434780,DAY,5.86,10.12253,-11.42692
_201054_,26/04/2018,2018:116:11:03:17.2814620,2018:116:11:03:49.0514610,DAY,51.6,8.67703,-11.73901
_201055_,26/04/2018,2018:116:11:03:41.1936810,2018:116:11:04:12.9636790,DAY,77.64,7.23111,-12.04951
_203051_,24/04/2018,2018:114:11:14:28.2013580,2018:114:11:14:59.9713560,DAY,2.35,13.01244,-13.88536
_203052_,24/04/2018,2018:114:11:14:52.1051040,2018:114:11:15:23.8751030,DAY,5.39,11.56774,-14.20152
_203053_,24/04/2018,2018:114:11:15:16.0130870,2018:114:11:15:47.7830860,DAY,39.38,10.12243,-14.51551
_198052_,21/04/2018,2018:111:10:43:59.5619700,2018:111:10:44:31.3319690,DAY,52.54,11.56741,-6.47422
_198053_,21/04/2018,2018:111:10:44:23.4614810,2018:111:10:44:55.2314790,DAY,72.22,10.12262,-6.78805
_198054_,21/04/2018,2018:111:10:44:47.3694640,2018:111:10:45:19.1394620,DAY,76.17,8.67717,-7.10016
_198055_,21/04/2018,2018:111:10:45:11.2859190,2018:111:10:45:43.0559170,DAY,66.87,7.23095,-7.41066
_200051_,19/04/2018,2018:109:10:55:58.2215150,2018:109:10:56:29.9915130,DAY,0,13.01273,-9.24648
_200052_,19/04/2018,2018:109:10:56:22.1337340,2018:109:10:56:53.9037320,DAY,0.31,11.56751,-9.56276
_200053_,19/04/2018,2018:109:10:56:46.0374800,2018:109:10:57:17.8074790,DAY,19.83,10.12251,-9.87669
_200054_,19/04/2018,2018:109:10:57:09.9454630,2018:109:10:57:41.7154620,DAY,93.52,8.67702,-10.18874
_200055_,19/04/2018,2018:109:10:57:33.8576820,2018:109:10:58:05.6276800,DAY,85.56,7.23111,-10.49921
_202051_,17/04/2018,2018:107:11:08:21.1956680,2018:107:11:08:52.9656670,DAY,0,13.01263,-12.33656
_202052_,17/04/2018,2018:107:11:08:45.0994150,2018:107:11:09:16.8694130,DAY,0.01,11.56789,-12.65271
_202053_,17/04/2018,2018:107:11:09:09.0073980,2018:107:11:09:40.7773960,DAY,0.04,10.12263,-12.96669
_202054_,17/04/2018,2018:107:11:09:32.9153810,2018:107:11:10:04.6853790,DAY,0.68,8.67717,-13.27878
_202055_,17/04/2018,2018:107:11:09:56.8318350,2018:107:11:10:28.6018340,DAY,12.16,7.23099,-13.58935
_204051_,15/04/2018,2018:105:11:20:44.1359200,2018:105:11:21:15.9059180,DAY,0.02,13.01246,-15.42635
_204052_,15/04/2018,2018:105:11:21:08.0396670,2018:105:11:21:39.8096650,DAY,0.37,11.5677,-15.74251
_199051_,12/04/2018,2018:102:10:49:52.0036620,2018:102:10:50:23.7736600,DAY,0.57,13.01226,-7.70057
_199052_,12/04/2018,2018:102:10:50:15.9074090,2018:102:10:50:47.6774070,DAY,0.19,11.56755,-8.01677
_199053_,12/04/2018,2018:102:10:50:39.8111550,2018:102:10:51:11.5811540,DAY,0.11,10.12258,-8.33075
_199054_,12/04/2018,2018:102:10:51:03.7233740,2018:102:10:51:35.4933730,DAY,28.67,8.67687,-8.64291
_199055_,12/04/2018,2018:102:10:51:27.6355930,2018:102:10:51:59.4055910,DAY,74.02,7.23094,-8.95347
_201051_,10/04/2018,2018:100:11:02:14.8041630,2018:100:11:02:46.5741610,DAY,8.57,13.0123,-10.79017
_201052_,10/04/2018,2018:100:11:02:38.7079100,2018:100:11:03:10.4779080,DAY,10.63,11.56757,-11.10634
_201053_,10/04/2018,2018:100:11:03:02.6158930,2018:100:11:03:34.3858910,DAY,27.6,10.12235,-11.42041
_201054_,10/04/2018,2018:100:11:03:26.5196390,2018:100:11:03:58.2896380,DAY,54.77,8.67715,-11.73248
_201055_,10/04/2018,2018:100:11:03:50.4360940,2018:100:11:04:22.2060930,DAY,46.03,7.23096,-12.04307
_203051_,08/04/2018,2018:098:11:14:37.5665050,2018:098:11:15:09.3365030,DAY,3.69,13.01261,-13.87972
_203052_,08/04/2018,2018:098:11:15:01.4787230,2018:098:11:15:33.2487220,DAY,47.47,11.5674,-14.19601
_203053_,08/04/2018,2018:098:11:15:25.3824700,2018:098:11:15:57.1524690,DAY,35.96,10.1224,-14.50998
_198052_,05/04/2018,2018:095:10:44:09.1221230,2018:095:10:44:40.8921210,DAY,7.8,11.56772,-6.4699
_198053_,05/04/2018,2018:095:10:44:33.0343410,2018:095:10:45:04.8043400,DAY,46.63,10.12227,-6.78397
_198054_,05/04/2018,2018:095:10:44:56.9380880,2018:095:10:45:28.7080860,DAY,76.05,8.67706,-7.09604
_198055_,05/04/2018,2018:095:10:45:20.8460710,2018:095:10:45:52.6160690,DAY,99.99,7.23142,-7.40651
_200051_,03/04/2018,2018:093:10:56:07.8876690,2018:093:10:56:39.6576680,DAY,0,13.01234,-9.24293
_200052_,03/04/2018,2018:093:10:56:31.7871800,2018:093:10:57:03.5571780,DAY,3.78,11.56788,-9.55909
_200053_,03/04/2018,2018:093:10:56:55.6993990,2018:093:10:57:27.4693970,DAY,20,10.12238,-9.87313
_200054_,03/04/2018,2018:093:10:57:19.6116170,2018:093:10:57:51.3816160,DAY,86.18,8.67673,-10.18535
_200055_,03/04/2018,2018:093:10:57:43.5153640,2018:093:10:58:15.2853620,DAY,100,7.23131,-10.49575
_202051_,01/04/2018,2018:091:11:08:30.5061300,2018:091:11:09:02.2761290,DAY,0,13.01253,-12.33181
_202052_,01/04/2018,2018:091:11:08:54.4098770,2018:091:11:09:26.1798750,DAY,0.67,11.56784,-12.64802
_202053_,01/04/2018,2018:091:11:09:18.3178600,2018:091:11:09:50.0878580,DAY,8.39,10.12262,-12.96209
_202054_,01/04/2018,2018:091:11:09:42.2258430,2018:091:11:10:13.9958410,DAY,44.93,8.67719,-13.27422
_202055_,01/04/2018,2018:091:11:10:06.1380610,2018:091:11:10:37.9080600,DAY,100,7.2313,-13.5848
_204051_,30/03/2018,2018:089:11:20:53.0949980,2018:089:11:21:24.8649970,DAY,5.2,13.01262,-15.42054
_204052_,30/03/2018,2018:089:11:21:17.0072170,2018:089:11:21:48.7772150,DAY,1.13,11.5674,-15.73692
_199051_,27/03/2018,2018:086:10:50:00.4420120,2018:086:10:50:32.2120110,DAY,14.81,13.01258,-7.6934
_199052_,27/03/2018,2018:086:10:50:24.3457590,2018:086:10:50:56.1157570,DAY,9.39,11.56789,-8.00962
_199053_,27/03/2018,2018:086:10:50:48.2622140,2018:086:10:51:20.0322120,DAY,9.63,10.1222,-8.32388
_199054_,27/03/2018,2018:086:10:51:12.1701970,2018:086:10:51:43.9401950,DAY,6.36,8.67673,-8.63601
_199055_,27/03/2018,2018:086:10:51:36.0739430,2018:086:10:52:07.8439420,DAY,13.33,7.23139,-8.94652
_201051_,25/03/2018,2018:084:11:02:22.9122700,2018:084:11:02:54.6822690,DAY,1.31,13.01245,-10.78235
_201052_,25/03/2018,2018:084:11:02:46.8202530,2018:084:11:03:18.5902510,DAY,2.01,11.56751,-11.09867
_201053_,25/03/2018,2018:084:11:03:10.7240000,2018:084:11:03:42.4939980,DAY,38.36,10.12256,-11.41267
_201054_,25/03/2018,2018:084:11:03:34.6319830,2018:084:11:04:06.4019810,DAY,67.15,8.67713,-11.72484
_201055_,25/03/2018,2018:084:11:03:58.5484370,2018:084:11:04:30.3184360,DAY,85.46,7.23096,-12.03547
_203051_,23/03/2018,2018:082:11:14:45.3528610,2018:082:11:15:17.1228590,DAY,1.13,13.0124,-13.8713
_203052_,23/03/2018,2018:082:11:15:09.2608440,2018:082:11:15:41.0308420,DAY,0.18,11.56745,-14.18759
_203053_,23/03/2018,2018:082:11:15:33.1688260,2018:082:11:16:04.9388250,DAY,0.98,10.12226,-14.50169
_198052_,20/03/2018,2018:079:10:44:16.4002920,2018:079:10:44:48.1702900,DAY,0.41,11.56764,-6.46019
_198053_,20/03/2018,2018:079:10:44:40.3082740,2018:079:10:45:12.0782730,DAY,1.49,10.12242,-6.77426
_198054_,20/03/2018,2018:079:10:45:04.2162570,2018:079:10:45:35.9862550,DAY,12.25,8.67696,-7.08641
_198055_,20/03/2018,2018:079:10:45:28.1284760,2018:079:10:45:59.8984740,DAY,62.5,7.23111,-7.39703
_200051_,18/03/2018,2018:077:10:56:14.8143220,2018:077:10:56:46.5843210,DAY,0.49,13.01228,-9.23198
_200052_,18/03/2018,2018:077:10:56:38.7138330,2018:077:10:57:10.4838310,DAY,8.09,11.56787,-9.54822
_200053_,18/03/2018,2018:077:10:57:02.6218160,2018:077:10:57:34.3918140,DAY,13.27,10.12268,-9.86233
_200054_,18/03/2018,2018:077:10:57:26.5382700,2018:077:10:57:58.3082690,DAY,26.79,8.67674,-10.17464
_200055_,18/03/2018,2018:077:10:57:50.4462530,2018:077:10:58:22.2162510,DAY,79.24,7.23111,-10.4852
_202051_,16/03/2018,2018:075:11:08:37.0686720,2018:075:11:09:08.8386710,DAY,29.08,13.01256,-12.31977
_202052_,16/03/2018,2018:075:11:09:00.9724190,2018:075:11:09:32.7424170,DAY,0.1,11.56786,-12.63607
_202053_,16/03/2018,2018:075:11:09:24.8804020,2018:075:11:09:56.6504000,DAY,17.81,10.12269,-12.95018
_202054_,16/03/2018,2018:075:11:09:48.7968570,2018:075:11:10:20.5668550,DAY,48.79,8.67676,-13.26252
_202055_,16/03/2018,2018:075:11:10:12.7006030,2018:075:11:10:44.4706020,DAY,71.68,7.23139,-13.57306
_204051_,14/03/2018,2018:073:11:20:59.7381140,2018:073:11:21:31.5081120,DAY,0,13.01228,-15.40953
_204052_,14/03/2018,2018:073:11:21:23.6418610,2018:073:11:21:55.4118590,DAY,0.03,11.5676,-15.72584
_199051_,11/03/2018,2018:070:10:50:07.6401000,2018:070:10:50:39.4100990,DAY,0.01,13.01248,-7.68583
_199052_,11/03/2018,2018:070:10:50:31.5480830,2018:070:10:51:03.3180810,DAY,0,11.56754,-8.00219
_199053_,11/03/2018,2018:070:10:50:55.4518300,2018:070:10:51:27.2218280,DAY,0,10.12258,-8.31628
_199054_,11/03/2018,2018:070:10:51:19.3598120,2018:070:10:51:51.1298110,DAY,46.96,8.67715,-8.62851
_199055_,11/03/2018,2018:070:10:51:43.2720310,2018:070:10:52:15.0420300,DAY,67.95,7.23131,-8.9392
